Date,Headline,Link
2022-08-23,What Does the Future Hold For  ATMs in Nepal as the Country Quickly Transitions to a Cashless Economy?,https://www.sharesansar.com/newsdetail/what-does-the-future-hold-for-atms-in-nepal-as-the-country-quickly-transitions-to-a-cashless-economy-2022-08-23
2022-08-21,4% Agricultural Bond Now Listed in NEPSE,https://www.sharesansar.com/newsdetail/4-agricultural-bond-now-listed-in-nepse-2022-08-21
2022-08-07,Amid Liquidity Crunch And Low Credit Expansion Commercial Banks Reports Satisfactory Profit Growth In FY 78/79; A Summarised Snapshot of the Most Important Fundamentals,https://www.sharesansar.com/newsdetail/amid-liquidity-crunch-and-low-credit-expansion-commercial-banks-reports-satisfactory-profit-growth-in-fy-7879-a-summarised-snapshot-of-the-most-important-fundamentals-2022-08-07
2022-08-04,Fall in Net Profit of Agricultural Development Bank in Q4 by 23.74%; Distributable Profit Stands at Rs 3.90 Arba,https://www.sharesansar.com/newsdetail/fall-in-net-profit-of-agricultural-development-bank-in-q4-by-2374-distributable-profit-stands-at-rs-390-arba-2022-08-04
2022-08-03,"NRB Has Amended and Added Various Facilities To the 'A', 'B' and 'C' Category Banks and Financial Institutions; List of Major Highlights of NRB Circular",https://www.sharesansar.com/newsdetail/nrb-has-amended-and-added-various-facilities-to-the-a-b-and-c-category-banks-and-financial-institutions-list-of-major-highlights-of-nrb-circular-2022-08-03
2022-06-12,Commercial Banks Have Agreed Not To Raise Interest Rates On Deposits,https://www.sharesansar.com/newsdetail/commercial-banks-have-agreed-not-to-raise-interest-rates-on-deposits-2022-06-12
2022-06-12,"Commercial Banks Profit Rs. 58 Arba Till Baishakh of This Fiscal Year, 3 Development Banks and 2 Finance Companies In Loss",https://www.sharesansar.com/newsdetail/commercial-banks-profit-rs-58-arba-till-baishakh-of-this-fiscal-year-3-development-banks-and-2-finance-companies-in-loss-2022-06-12
2022-06-07,Comparative Analysis of Commercial Banks: How Much Has P/E Ratio Declined Since The All-Time High?,https://www.sharesansar.com/newsdetail/comparative-analysis-of-commercial-banks-how-much-has-pe-ratio-declined-since-the-all-time-high-2022-06-07
2022-06-06,Commercial Banks' Overall Market Capitalization Has Dropped By 32% Since The All Time High,https://www.sharesansar.com/newsdetail/commercial-banks-overall-market-capitalization-has-dropped-by-32-since-the-all-time-high-2022-06-06
2022-06-01,52-Week High/Low Analysis; Is This The Best Time To Buy Shares?,https://www.sharesansar.com/newsdetail/52-week-highlow-analysis-is-this-the-best-time-to-buy-shares-2022-06-01
2022-05-03,Do All Commercial Banks Maintain Minimum CAR and Core Capital (Tier-I) Prescribed by Nepal Rastra Bank?,https://www.sharesansar.com/newsdetail/do-all-commercial-banks-maintain-minimum-car-and-core-capital-tier-i-prescribed-by-nepal-rastra-bank-2022-05-03
2022-05-01,Detailed Summary Of Dividends Distributed By Sectors Listed In Nepse For FY-77/78 With Exact Dividend Figures,https://www.sharesansar.com/newsdetail/detailed-summary-of-dividends-distributed-by-sectors-listed-in-nepse-for-fy-7778-with-exact-dividend-figures-2022-05-01
2022-04-26,Commercial Banks See Decrement in Total Deposit by Rs. 10B and Lending By Rs. 1B in Second Week of Baisakh,https://www.sharesansar.com/newsdetail/total-deposit-in-commercial-banks-at-rs-4367b-in-second-week-of-baisakh-lending-at-rs-4194b-2022-04-26
2022-04-24,Thriving During Liquidity Crisis In Nepal; A Quick Look At The Third Quarter Performance Of Commercial Bank's,https://www.sharesansar.com/newsdetail/commercial-bank-limited-comparative-q3-78-79-2022-04-22
2022-04-21,"Total Deposit in Commercial Banks at Rs. 4377B in First Week of Baisakh, Lending at Rs. 4195B",https://www.sharesansar.com/newsdetail/total-deposit-in-commercial-banks-at-rs-4377b-in-first-week-of-baisakh-lending-at-rs-4195b-2022-04-21
2022-04-21,"What is the latest base rate, Credit-Deposit Ratio and, Credit Adequacy Ratio of commercial banks? How Will It Impact The Market?",https://www.sharesansar.com/newsdetail/what-is-the-latest-base-rate-credit-deposit-ratio-and-credit-adequacy-ratio-of-commercial-banks-how-will-it-impact-the-market-2022-04-21
2022-04-19,"In 8-months of FY, Highest Credit From Commercial Banks Went to Wholesale and Retail",https://www.sharesansar.com/newsdetail/in-8-months-of-fy-highest-credit-from-commercial-banks-went-to-wholesale-and-retail-2022-04-19
2022-04-18,"Commercial Banks Profit Rs. 46 Arba Till Falgun of FY, 3 Development Banks and 2 Finance Companies in Loss",https://www.sharesansar.com/newsdetail/profit-loss-bfi-2022-04-18
2022-04-12,"Deposit Collection Up Rs. 3 Billion in Fourth Week of Chaitra, Lending Up Rs. 2 Billion",https://www.sharesansar.com/newsdetail/deposit-collection-up-rs-3-billion-in-fourth-week-of-chaitra-lending-up-rs-2-billion-2022-04-12
2022-04-11,"Commercial Banks Keep Interest Rates Unchanged for Baisakh, LC Prohibited for Non-Essential Import",https://www.sharesansar.com/newsdetail/commercial-banks-keep-interest-rates-unchanged-for-baisakh-2022-04-11
2022-04-06,"Deposit Collection Chokes in Chaitra's Third Week, Lending Up Rs. 5B",https://www.sharesansar.com/newsdetail/deposit-lending-2022-04-06
2022-04-05,"Non-Essential Imports Prohibited to Ease Liquidity Crunch, Banks to Constrict Credit Flow",https://www.sharesansar.com/newsdetail/non-essential-imports-prohibited-to-ease-liquidity-crunch-banks-to-constrict-credit-flow-2022-04-05
2022-03-28,Total Deposit and Lending in Commercial Banks Rise Rs. 2B Each in Second Week of Chaitra,https://www.sharesansar.com/newsdetail/total-deposit-and-lending-in-commercial-banks-rise-rs-2b-each-in-second-week-of-chaitra-2022-03-28
2022-03-18,"Hopeful Growth in Deposit in Last Week of Falgun, Lending Also Rises",https://www.sharesansar.com/newsdetail/hopeful-growth-in-deposit-in-last-week-of-falgun-lending-also-rises-2022-03-18
2022-03-18,First-ever Agro Loan Expo to kickstart at Chitwan on Chaitra 9; one-stop destination for agro entrepreneurs to find suitable agro machinery and agro loan schemes,https://www.sharesansar.com/newsdetail/first-ever-agro-loan-expo-to-kickstart-at-chitwan-on-chaitra-9-one-stop-destination-for-agro-entrepreneurs-to-find-suitable-agro-machinery-and-agro-loan-schemes-2022-03-18
2022-03-14,"Deposit Rose Minimally in Fourth Week of Falgun, Lending Down Rs. 1B",https://www.sharesansar.com/newsdetail/deposit-rose-minimally-in-fourth-week-of-falgun-lending-down-rs-1b-2022-03-14
2022-03-14,"Commercial Banks Forwarded Rs. 11.84 Arba Loan in Magh, Most of it Went to Wholesale and Retail",https://www.sharesansar.com/newsdetail/commercial-banks-forwarded-rs-1184-arba-loan-in-magh-most-of-it-went-to-wholesale-and-retail-2022-03-14
2022-03-14,"Commercial Banks Profit Rs. 40.24 Arba in First Seven Months of FY, 3 Development Banks and 2 Finance Companies in Loss",https://www.sharesansar.com/newsdetail/profitability-2022-03-13
2022-03-14,"Banks Keep Interest Rates Unchanged for Chaitra, Finance Companies Raise Theirs",https://www.sharesansar.com/newsdetail/banks-keep-interest-rates-unchanged-for-chaitra-finance-companies-raise-theirs-2022-03-14
2022-03-09,"Weekly Deposit Figure Sees Noticeable Increment After Long, Lending Also Sees Modest Gain",https://www.sharesansar.com/newsdetail/weekly-deposit-figure-sees-noticeable-increment-after-long-lending-also-sees-modest-gain-2022-03-09
2022-03-02,Dividend of ALICL and ADBL Now Distributed to Eligible Shareholders,https://www.sharesansar.com/newsdetail/dividend-of-alicl-and-adbl-now-distributed-to-eligible-shareholders-2022-03-02
2022-02-28,"Deposit Collection Rose Rs. 1B in Second Week of Falgun, Lending Up Rs. 6B",https://www.sharesansar.com/newsdetail/deposit-collection-rose-rs-1b-in-first-week-of-falgun-lending-up-rs-6b-2022-02-28
2022-02-27,Bonus Shares of These Commercial Banks Are Now Listed in NEPSE,https://www.sharesansar.com/newsdetail/bonus-shares-of-these-commercial-banks-are-now-listed-in-nepse-2022-02-27
2022-02-24,"Central Bank Imposes Risk Weight on Share Loan and Various Other Loans, Regulation Tightened for Promoters to Buy Promoter Shares of Other BFIs",https://www.sharesansar.com/newsdetail/central-bank-imposes-risk-weight-on-share-loan-and-various-other-loans-regulation-tightened-for-promoters-to-buy-promoter-shares-of-other-bfis-2022-02-24
2022-02-21,"Deposit Collection Rose Rs. 1B in First Week of Falgun, Lending Up Rs. 4B",https://www.sharesansar.com/newsdetail/deposit-collection-rose-rs-1b-in-first-week-of-falgun-lending-up-rs-4b-2022-02-21
2022-02-16,"Deposit Collection Choked in Fourth Week of Magh, Lending Up Rs. 6B",https://www.sharesansar.com/newsdetail/deposit-collection-choked-in-fourth-week-of-magh-lending-up-rs-6b-2022-02-16
2022-02-13,Banks and Financial Institutions Raise Interest Rates for Falgun,https://www.sharesansar.com/newsdetail/banks-and-financial-institutions-raise-interest-rates-for-falgun-2022-02-13
2022-02-07,Commercial Banks Report Higher Deposit Collection Than Lending in Third Week of Magh,https://www.sharesansar.com/newsdetail/commercial-banks-report-higher-deposit-collection-than-lending-in-third-week-of-magh-2022-02-07
2022-02-03,"In Relation to Anti-Money Laundering and Anti-Terrorism Efforts, Central Bank Tightens Surveillance on Monetary Transactions",https://www.sharesansar.com/newsdetail/in-relation-to-anti-money-laundering-and-anti-terrorism-efforts-central-bank-tightens-surveillance-on-monetary-transactions-2022-02-03
2022-01-26,How Did Commercial Bank Perform During Q2? A Detailed Analysis Of Major Fundamental Indicators,https://www.sharesansar.com/newsdetail/commercial-bank-comparative-q2-78-79-2022-01-26
2022-01-26,"Lending Comes to An Almost Halt in Magh, Deposit Down Rs. 17 Billion",https://www.sharesansar.com/newsdetail/lending-comes-to-an-almost-halt-in-second-week-of-magh-deposit-down-rs-17-billion-2022-01-26
2022-01-21,Use This Ratio In Your Arsenal While Analyzing Banks,https://www.sharesansar.com/newsdetail/use-this-ratio-in-your-arsenal-while-analyzing-banks-2022-01-20
2022-01-19,"All Commercial Banks Profitable in First 5 Months of FY, Development Banks Report Total Net Profit of Rs. 2.43 Arba",https://www.sharesansar.com/newsdetail/all-commercial-banks-profitable-in-first-5-months-of-fy-development-banks-report-total-net-profit-of-rs-243-arba-2022-01-19
2022-01-17,"Deposit Collection Rose Rs. 17 B in Last Week of Poush, Lending Rose Twice As Much",https://www.sharesansar.com/newsdetail/deposit-collection-rose-rs-17-b-in-last-week-of-poush-lending-rose-twice-as-much-2022-01-17
2022-01-14,"Commercial Banks Keep Interest Rate Stable for Magh, Development Banks and Finance Companies Raise Slightly",https://www.sharesansar.com/newsdetail/commercial-banks-keep-interest-rate-stable-for-magh-development-banks-and-finance-companies-raise-slightly-2022-01-14
2022-01-10,Banks and Financial Institutions Instructed to Follow Stricter Protocols Amidst Risk of New Covid-19 Wave,https://www.sharesansar.com/newsdetail/banks-and-financial-institutions-instructed-to-follow-stricter-protocols-amidst-risk-of-new-covid-19-wave-2022-01-10
2022-01-10,"Deposit Collection Spikes in Fourth Week of Poush, Lending Fairly Stable",https://www.sharesansar.com/newsdetail/commercial-banks-report-four-times-more-deposit-in-fourth-week-of-poush-2022-01-10
2022-01-04,"Total Deposit Up Rs. 14B in Third Week of Poush, Lending Up Rs. 11B, CD Ratio at 91.02%",https://www.sharesansar.com/newsdetail/total-deposit-up-rs-14b-in-third-week-of-poush-lending-up-rs-11b-cd-ratio-at-9102-2022-01-04
2021-12-27,"Total Deposit Down Rs. 4 Billion, Lending Up Rs. 3 Billion in Second Week of Poush",https://www.sharesansar.com/newsdetail/total-deposit-down-rs-4-billion-lending-up-rs-3-billion-in-second-week-of-poush-2021-12-27
2021-12-23,"Agricultural Development Bank (ADBL) Calls AGM, When's the Book Closure for 21.0526% Dividend?",https://www.sharesansar.com/newsdetail/agricultural-development-bank-adbl-calls-agm-whens-the-book-closure-for-210526-dividend-2021-12-23
2021-12-17,"Agricultural Development Bank (ADBL) proposes 21.0526% Dividend, 6% Cash Dividend also proposed for Preference Share",https://www.sharesansar.com/newsdetail/agricultural-development-bank-adbl-proposes-210526-dividend-6-cash-dividend-also-proposed-for-preference-share-2021-12-17
2021-12-15,Commercial Banks Keep Interest Rates Stable: Why This Happened and What It Means,https://www.sharesansar.com/newsdetail/commercial-banks-keep-interest-rates-stable-why-this-happened-and-what-it-means-2021-12-15
2021-12-14,4% Agricultural Bond of ADBL Listed in NEPSE,https://www.sharesansar.com/newsdetail/4-agricultural-bond-of-adbl-listed-in-nepse-2021-12-14
2021-12-14,"Total Deposits Went Down Rs. 5 Billion in Third Week of Mangsir, Lending Went Up Rs. 8 Billion",https://www.sharesansar.com/newsdetail/total-deposits-went-down-rs-5-billion-in-third-week-of-mangsir-lending-went-up-rs-8-billion-2021-12-14
2021-12-06,Rise in Deposit Collection in Third Week of Mangsir Accompanied With Twice As Much Lending,https://www.sharesansar.com/newsdetail/rise-in-deposit-collection-in-third-week-of-kartik-accompanies-with-twice-as-much-lending-2021-12-06
2021-11-30,"Weekly Deposit Shrinks Rs. 7 Billion in Commercial Banks, Lending Expands Twice As Much",https://www.sharesansar.com/newsdetail/weekly-deposit-shrinks-rs-7-billion-in-commercial-banks-lending-expands-twice-as-much-2021-11-30
2021-11-22,"Rs. 7 Billion Less Deposit in First Week of Mangsir, Rs. 7 Billion More Lending",https://www.sharesansar.com/newsdetail/deposit-lending-2021-11-22
2021-11-19,"Economy Battles Liquidity Crisis: Deposit Squeezed Down 35.31 Arba in Kartik, Lending Stretched Up 36.12 Arba",https://www.sharesansar.com/newsdetail/economy-battles-liquidity-crisis-deposit-squeezed-down-3531-in-kartik-lending-stretched-up-3612-2021-11-19
2021-11-17,"New Working Committee of Nepal Bankers' Association Hold Meeting With Governor, Give Suggestions on Monetary Policy Review",https://www.sharesansar.com/newsdetail/new-working-committee-of-nepal-bankers-association-hold-meeting-with-governor-give-suggestions-on-monetary-policy-review-2021-11-17
2021-11-16,"Commercial Banks Can Only Provide Upto 10.05% on Fixed Deposits, Rates of Finance Companies and Development Banks Also Capped Slightly Higher",https://www.sharesansar.com/newsdetail/commercial-banks-can-only-provide-1005-on-fixed-deposits-rates-of-finance-companies-and-development-banks-also-capped-slightly-higher-2021-11-16
2021-11-15,The Issues I Have With NRs. 19 Crores Worth of Banking Credit Fraud,https://www.sharesansar.com/newsdetail/the-issues-i-have-with-nrs-19-crores-worth-of-banking-credit-fraud-2021-11-15
2021-11-14,"While the Nation is Facing a Liquidity Crisis, Central Bank Wants to Keep Interest Rate Hike in Check With Additional Restrictions",https://www.sharesansar.com/newsdetail/while-the-nation-is-facing-a-liquidity-crisis-central-bank-wants-to-keep-interest-rate-hike-in-check-with-additional-restrictions-2021-11-14
2021-11-14,Banks See Even Fewer Deposits in Fourth Week of Kartik; Lending Figure Sees Uptick,https://www.sharesansar.com/newsdetail/banks-see-even-fewer-deposits-in-fourth-week-of-kartik-lending-figure-sees-uptick-2021-11-14
2021-11-11,"Commercial Banks See Decrement in Total Deposit in Third Week of Kartik, Increment in Lending",https://www.sharesansar.com/newsdetail/commercial-banks-see-decrement-in-total-deposit-in-third-week-of-kartik-increment-in-lending-2021-11-11
2021-11-08,Decline in Interest Income But Higher Loan Imbursement and Higher Net Profit (Deep Dive Into Performance of Commercial Banks in First Quarter),https://www.sharesansar.com/newsdetail/commercial-bank-comparative-q1-2021-11-04
2021-11-01,"Profitability Figures of Commercial Banks Painted a Greener Picture in First Quarter, Most Banks Report Net Rise in Profit (Tabular Comparison of All 27 Banks)",https://www.sharesansar.com/newsdetail/commercial-bank-net-profit-2021-11-01
2021-10-22,Agriculture Development Bank appoints NIBL Ace Capital as debenture registrar for its 9.42 arba worth Agriculture debenture,https://www.sharesansar.com/newsdetail/agriculture-development-bank-appoints-nibl-ace-capital-as-debenture-registrar-for-its-942-arba-worth-agriculture-debenture-2021-10-22
2021-10-21,"Banks Revise Interest Rates After NRB Circular, What Has Changed?",https://www.sharesansar.com/newsdetail/banks-revise-interest-rates-after-nrb-circular-what-has-changed-2021-10-21
2021-10-20,Nepal Rastra Bank Slams Hike in Interest Rate With Addition in Unified Directive; BFIs Forced to Bring Interest Rates Down By Today,https://www.sharesansar.com/newsdetail/nepal-rastra-bank-slams-hike-in-interest-rate-with-addition-in-unified-directive-bfis-forced-to-bring-interest-rates-down-by-today-2021-10-20
2021-10-18,Banks Raise Interest Rates for Kartik; Here's the Updated Interest Profile of Every Bank Compared to Previous Month's Rates,https://www.sharesansar.com/newsdetail/banks-raise-interest-rate-for-kartik-heres-the-updated-interest-profile-of-every-bank-compared-to-previous-months-rates-2021-10-18
2021-10-17,Commercial Banks Start Unveiling Interest Rates for Kartik; Finance Companies Raise Interest Rates on Fixed Deposits,https://www.sharesansar.com/newsdetail/commercial-banks-start-unveiling-interest-rates-for-kartik-finance-companies-raise-interest-rates-on-fixed-deposits-2021-10-17
2021-10-11,Central Bank Unveils New Guidelines to Make Banking System Transparent and Customer-Friendly; Limit on Margin Loans Unaltered,https://www.sharesansar.com/newsdetail/central-bank-unveils-new-guidelines-to-make-banking-system-transparent-and-customer-friendly-limit-on-margin-loans-unaltered-2021-10-11
2021-09-16,Commercial Banks Raise Interest Rates; Here's the Updated Interest Profile of Every Bank Compared to Previous Month's Rates,https://www.sharesansar.com/newsdetail/commercial-banks-raise-interest-rates-heres-the-updated-interest-profile-of-every-bank-compared-to-previous-months-rates-2021-09-16
2021-08-19,A Detailed Dive Into Vital Fundamental Figures: Commercial Banks Publish Satisfactory Q4 Report Given the Unique Pandemic-Induced Challenges,https://www.sharesansar.com/newsdetail/commercial-bank-comparative-draft-2021-08-17
2021-08-16,Banks Update Interest Rates for Bhadra; What Has Changed?,https://www.sharesansar.com/newsdetail/banks-update-interest-rates-for-bhadra-2021-08-16
2021-08-11,"Agricultural Development Bank profit rises by 10.89% to Rs 3.69 arba in Q4, has Rs 1.73 arba as distributable profit",https://www.sharesansar.com/newsdetail/agricultural-development-bank-profit-rises-by-1089-to-rs-369-arba-in-q4-has-rs-173-arba-as-distributable-profit-2021-08-11
2021-08-10,These Two Bond/ Debenture Are Now Listed in NEPSE,https://www.sharesansar.com/newsdetail/these-two-bond-debenture-are-now-listed-in-nepse-2021-08-10
2021-07-15,Commercial Banks Update Interest Rates for Shrawan; What Has Changed?,https://www.sharesansar.com/newsdetail/commercial-banks-update-interest-rates-for-shrawan-what-has-changed-2021-07-15
2021-07-07,Bankers in Kawaswoti go on strike against unilateral decision to enforce Social Security Fund,https://www.sharesansar.com/newsdetail/bankers-in-kawaswoti-go-on-strike-against-unilateral-decision-to-enforce-social-security-fund-2021-07-07
2021-06-30,Agriculture Development Bank to issue biggest debenture Worth Rs 6 Arba to the investors; appoints NIBL Ace Capital as issue manager,https://www.sharesansar.com/newsdetail/agriculture-development-bank-to-issue-biggest-debenture-worth-rs-6-arba-to-the-investors-appoints-nibl-ace-capital-as-issue-manager-2021-06-30
2021-06-25,4% Agricultural Bond (8 & 9 years) Approved by SEBON,https://www.sharesansar.com/newsdetail/4-agricultural-bond-8-9-years-approved-by-sebon-2021-06-25
2021-06-14,Banks Raise Interest Rates for Ashad,https://www.sharesansar.com/newsdetail/banks-raise-interest-rates-for-ashad-2021-06-14
2021-05-14,Commercial Banks Update Interest Rates; Will Liquidty Scenario in Second Wave be Worse than During the First?,https://www.sharesansar.com/newsdetail/commercial-banks-update-interest-rates-will-liquidty-scenario-in-second-wave-be-worse-than-during-the-first-2021-05-14
2021-05-02,Commercial Banks Performed Better than Expected This Third Quarter; A Summarized Snapshot of the Most Important Fundamentals,https://www.sharesansar.com/newsdetail/commercial-bank-q3-comparative-not-completed-please-do-not-post-yet-2021-04-29
2021-04-28,"In This Q3, Commercial Banks Bagged over Rs. 50.74 Arba in Total Net Profit; Distributable Profit Surged by Massive 195.1% on Average",https://www.sharesansar.com/newsdetail/commercial-bank-profit-2021-04-28
2021-03-14,Commercial Banks Raise Interest Rates After So Long; Is This Responsible for NEPSE's Decline?,https://www.sharesansar.com/newsdetail/commercial-banks-raise-interest-rates-after-so-long-is-this-responsible-for-nepses-decline-2021-03-14
2021-03-09,Bonus Shares Deposit Update for ADBL and MFIL,https://www.sharesansar.com/newsdetail/bonus-shares-deposit-update-for-adbl-and-mfil-2021-03-09
2021-02-26,"In Last 8 Months of Bullish Ride, Would Investing in Banks Give Better Returns Than NEPSE's Gain? What Does Data Tell Us?",https://www.sharesansar.com/newsdetail/price-growth-and-index-growth-comparision-2021-02-26
2021-02-25,Bonus Shares of These Four Companies Are Now Listed in NEPSE,https://www.sharesansar.com/newsdetail/bonus-shares-of-these-four-companies-are-now-listed-in-nepse-2021-02-25
2021-02-05,How Exactly Did Commercial Banks Perform in the Second Quarter? A Quick Comparison of the Most Important Metrics,https://www.sharesansar.com/newsdetail/commercial-bank-q2-comparative-2021-02-05
2021-01-31,Commercial Banks and Their Profitability in Second Quarter: A Comparison,https://www.sharesansar.com/newsdetail/banking-performance-comparison-2021-01-29
2021-01-20,IPO Is Not the Only Investment Option; Introduction to Debenture for New Investors (With Upcoming Issues),https://www.sharesansar.com/newsdetail/ipo-is-not-the-only-investment-option-introduction-to-debenture-for-new-investors-with-upcoming-issues-2021-01-20
2021-01-13,The Interest Rates Just Keep Sliding Down; What This Means for NEPSE,https://www.sharesansar.com/newsdetail/the-interest-rates-just-keep-sliding-down-what-this-means-for-nepse-2021-01-13
2020-12-29,Hurry Up! Your Last Chance to Grab the Dividend of These 11 Companies,https://www.sharesansar.com/newsdetail/hurry-up-your-last-chance-to-grab-the-dividend-of-these-9-companies-2020-12-28
2020-12-22,Agricultural Development Bank (ADBL) calls AGM on Poush 29; When's the book closure for AGM and Dividend?,https://www.sharesansar.com/newsdetail/agricultural-development-bank-adbl-calls-agm-on-poush-29-whens-the-book-closure-for-agm-and-dividend-2020-12-22
2020-12-16,Banks Update Interest Rates; Base Rates Falling; How will this Affect the Stock Market?,https://www.sharesansar.com/newsdetail/banks-revise-interest-rates-base-rates-declining-how-will-this-affect-the-stock-market-2020-12-15
2020-12-14,Agricultural Development Bank (ADBL) proposes 15.7895% Dividend: Cash Dividend also proposed for Irredeemable Noncumulative Preference Share,https://www.sharesansar.com/newsdetail/agricultural-development-bank-adbl-proposes-157897-dividend-cash-dividend-also-proposed-for-irredeemable-noncumulative-preference-share-2020-12-14
2020-12-09,Having confusion in using valuation ratios for financial institutions? Here's how you can connect the dots between ratios for investment decision,https://www.sharesansar.com/newsdetail/having-confusion-in-using-valuation-ratios-for-financial-institutions-heres-how-you-can-connect-dots-between-ratios-for-investment-decision-2020-12-08
2020-11-20,First Quarter in a glimpse: Here's how commercial banks faced and survived the pandemic,https://www.sharesansar.com/newsdetail/comparative-of-commercial-banks-of-q1-20772078-2020-11-20
2020-11-13,Banks update interest rates for Mangsir; How will the change affect NEPSE?,https://www.sharesansar.com/newsdetail/banks-update-interest-rates-for-mangsir-how-will-the-change-affect-nepse-2020-11-13
2020-10-20,Khalti inks partnership deal with Agriculture Development Bank; bank’s customers can now load fund to Khalti via both online and offline channels,https://www.sharesansar.com/newsdetail/khalti-inks-partnership-deal-with-agriculture-development-bank-banks-customers-can-now-load-fund-to-khalti-via-both-online-and-offline-channels-2020-10-20
2020-09-17,BFI's update interest rates: Base Rates Falling; Slashed interest on call deposits,https://www.sharesansar.com/newsdetail/bfis-update-interest-rates-base-rates-falling-slashed-interest-on-call-deposits-because-of-the-amended-directive-from-nrb-2020-09-17
2020-08-26,How efficient have commercial banks been in utilizing their assets and equity? Does your bank provide the highest return?,https://www.sharesansar.com/newsdetail/roe-and-roa-of-q4-fy-20762077-for-commercial-bank-2020-08-26
2020-08-26,"Base rate, interest spread and cost of funds of commercial banks as of Q4 of FY 2076/77; Know which bank can offer loan at low interest rate",https://www.sharesansar.com/newsdetail/commercial-bank-base-rate-draft-2020-08-25
2020-08-16,Commercial banks compromised their profit as they set side huge amount for loan provisions! Find out commercial banks' performance this year!,https://www.sharesansar.com/newsdetail/commercial-banks-compromised-their-profit-as-they-set-side-huge-amount-for-loan-provisions-find-out-commercial-banks-performance-this-year
2020-08-16,"Agricultural Development Bank profit decline by 17.26% to Rs 3.46 arba in Q4, has Rs 1.66 arba as distributable profit",https://www.sharesansar.com/newsdetail/agricultural-development-bank-profit-decline-by-1726-to-rs-346-arba-in-q4-has-rs-166-arba-as-distributable-profit
2020-07-09,50 lakh units Debenture of Agriculture Development Bank and Citizens International Bank listed in NEPSE for trading,https://www.sharesansar.com/newsdetail/50-lakh-units-debenture-of-agriculture-development-bank-and-citizens-international-bank-listed-in-nepse-for-trading
2020-07-09,Falling Base Rate of commercial banks; What it means for investors,https://www.sharesansar.com/newsdetail/falling-base-rate-of-commercial-banks-what-it-means-for-investors
2020-05-14,Coronavirus pandemic impacts the profit of commercial banks: Industry net profit of commercial banks increases by only Rs 4 arba compared to last year! Loan payment rescheduling impacts the distributable profit of commercial banks!,https://www.sharesansar.com/newsdetail/coronavirus-pandemic-impacts-the-profit-of-commercial-banks-industry-net-profit-of-commercial-banks-increases-by-only-rs-4-arba-compared-to-last-year-loan-payment-rescheduling-impacts-the-distributable-profit-of-commercial-banks
2020-03-15,NEPSE lists 54.09 lakh units bonus shares of Agriculture Development Bank; Bank to distribute 6% bonus shares,https://www.sharesansar.com/newsdetail/nepse-lists-5409-lakh-units-bonus-shares-of-agriculture-development-bank-bank-to-distribute-6-bonus-shares
2020-03-13,The latest average base rate of commercial banks stand at 9.47%; look at other important interest rates,https://www.sharesansar.com/newsdetail/the-latest-average-base-rate-of-commercial-banks-stand-at-947-look-at-other-important-interest-rates
2020-03-10,"YES BANK, India Crisis and Lesson to We Nepalese Investors and Banking Industry",https://www.sharesansar.com/newsdetail/yes-bank-india-crisis-and-lesson-to-we-nepalese-investors-and-banking-industry
2020-03-04,Better late than never! Agriculture Development Bank starts embracing technology signing collaboration agreement with Fonepay,https://www.sharesansar.com/newsdetail/better-late-than-never-agriculture-development-bank-starts-embracing-technology-signing-collaboration-agreement-with-fonepay
2020-02-24,"As the market takes upward stride, where does the PE ratio of listed companies stand? Find out the latest PE ratio of all sectors and all companies",https://www.sharesansar.com/newsdetail/as-the-market-takes-upward-stride-where-does-the-pe-ratio-of-listed-companies-stand-find-out-the-latest-pe-ratio-of-all-sectors-and-all-companies-2020-02-24
2020-02-14,An exclusive comparative analysis of second quarter reports of commercial banks! The industry accumulates an average profit of 1.22 arba in the second quarter,https://www.sharesansar.com/newsdetail/an-exclusive-comparative-analysis-of-second-quarter-reports-of-commercial-banks-the-industry-accumulates-an-average-profit-of-122-arba-in-the-second-quarter
2020-02-06,How efficient have companies been in listing bonus shares of FY 75/76? See which companies are lagging behind,https://www.sharesansar.com/newsdetail/how-efficient-have-companies-been-in-listing-bonus-shares-of-fy-7576-see-which-companies-are-lagging-behind
2020-02-04,Agricultural Dev. Bank publish an excellent Q2 financials with 22.80% rise in net profit; earns Rs 1.58 arba,https://www.sharesansar.com/newsdetail/agricultural-dev-bank-publish-an-excellent-q2-financials-with-2280-rise-in-net-profit-earns-rs-158-arba
2020-02-03,More than 3 Thousand applications received for ‘10.35% ADBL Rinpatra 2083’; total of 4.18 Million units applied for,https://www.sharesansar.com/newsdetail/more-than-3-thousand-applications-received-for-1035-adbl-rinpatra-2083-total-of-418-million-units-applied-for
2020-01-31,Last day to apply for ‘10.35% ADBL Rinpatra 2083’; Debenture worth Rs 2.5 arba being issued by Agricultural Development Bank,https://www.sharesansar.com/newsdetail/last-day-to-apply-for-1035-adbl-rinpatra-2083-debenture-worth-rs-25-arba-being-issued-by-agricultural-development-bank
2020-01-28,"""10.35% ADBL Rinpatra 2083"" is open for application from today; Find necessary information to make your investment decision",https://www.sharesansar.com/newsdetail/1035-adbl-rinpatra-2083-is-open-for-application-from-today-find-necessary-information-to-make-your-investment-decision
