Date,Headline,Link,Full Content,Sentiment_Score
2023-06-01,"After the Successful Merger, 3.02 Crore Unit Shares of IGI Prudential Insurance Listed in NEPSE For Trading",https://www.sharesansar.com/newsdetail/after-the-successful-merger-302-crore-unit-shares-of-igi-prudential-insurance-listed-in-nepse-for-trading-2023-06-01,"30,293,347 shares of
IGI Prudential Insurance Limited
after a successful merger between IME General Insurance Limited (IGI) and Prudential Insurance Company Limited (PICL) have been listed in NEPSE.
IGI and PICL signed the merger agreement with each other on Magh 27, 2079. The company had signed a merger deal at a swap ratio of 1:1. IGI's total listed shares were 18,037,506 units, and that of PICL was 12,255,843 units making it a total of 30,293,347 unit shares after the merger.
After a successful merger, IGI and PICL commenced the joint transaction in the name of IGI Prudential Insurance Limited on Baisakh 27, 2080. The open price range is set as Rs. 370.82 for the first transactions.",0.9157693386077881
2023-05-08,Look at the Major Highlights of Prudential & IME General Insurance for Q3; Integrated Transaction of IGI Prudential Insurance Limited To Start from May 10,https://www.sharesansar.com/newsdetail/look-at-the-major-highlights-of-prudential-ime-general-insurance-for-q3-integrated-transaction-of-igi-prudential-insurance-limited-to-start-from-may-10-2023-05-08,"Prudential Insurance Company Limited (PICL)
has stated decline in its net profit by 11.65% in the third quarter of the ongoing fiscal year 2079/80.
Publishing the financial report today, the non-life insurance company stated that it earned a net profit of Rs 10.03 crore in Q3 of the FY 2079/80, down from Rs 11.36 crore in the corresponding quarter of the FY 2078/79.
Along with its net profit, its net income from premium (net) has decreased from Rs 35.74 crore to Rs 31.17 crore at the end of Q3 this year. Its income from reinsurance commission has increased to Rs 15.2 crore from Rs 11.9 crore in the last corresponding quarter. The company has made claim payment worth Rs 21.69 crore.
Its current paid up capital stands at Rs 1.22 Arba. It has a reserve fund of Rs 26.53 crore and the insurance fund amounts to Rs 72.54 crore.
Its annualized earning per share stands at Rs 10.92, net worth per share at Rs 183.27 and P/E ratio at 36.53 times.
Click here for Q3 reports
Particulars (In Rs '000)
Prudential Insurance
Q3 2079/80
Q3 2078/79
Difference
Paid Up Capital
1,225,584.00
1,108,547.00
10.56%
Reserve and Surplus
265,313.00
315,594.00
-15.93%
Insurance Fund
725,467.00
653,635.00
10.99%
Contingent Fund
29,819.00
22,173.00
34.48%
Net Premium
311,794.00
357,451.00
-12.77%
Re-Insurance Income
152,691.00
119,948.00
27.30%
Income from Investment, Loan and others
33,622.00
31,299.00
7.42%
Claim Payment (Net)
216,983.00
177,241.00
22.42%
Provision Written Back
12,421.00
10,670.00
16.41%
Agent Commission
26,333.00
44,941.00
-41.41%
Net Profit
100,390.00
113,629.00
-11.65%
No of Policies
103,978.00
106,285.00
-2.17%
EPS (In Rs.)
10.92
13.67
-20.09%
Net Worth per Share (In Rs.)
183.27
189.43
-3.25%
PE Ratio
36.53
-
-
IME General Insurance Company Limited (IGI)
has published its third-quarter report of the fiscal year 2079/2080 with an increase in Net Profit by 3.04% compared to the corresponding quarter of the previous year. The company’s net earnings increased to Rs. 17.32 crores in this quarter from Rs. 16.81 crores in the corresponding quarter.
As per the unaudited report for the 3rd quarter published today, IGI has a paid-up capital of Rs. 1.80 Arba with a reserve of Rs. 24.71 crores. The company has Rs. 63.22 crores in the insurance fund.
The Net Premium increased by 13.10% to Rs. 59.67 crores in FY 2079/2080 from Rs. 52.76 crores in the corresponding quarter of the previous year. The company has earned Rs. 3.64 crores from income from investment, loans, and other headings and Rs. 17.94 crores from re-insurance income.
The company’s Net claim increased by 14.68% to Rs. 25.39 crores in this quarter. The company’s number of policies stood at 90,199 till Q3 of 2079/2080.
Its annualized earnings per share (EPS) stood at Rs. 12.80 whereas Net worth per share stood at Rs. 148.75. The company traded at a P/B multiple of 30.93 times.
Click here for the Q3 report
Major Highlights:
Particulars (In Rs '000)
IME General Insurance Company
Q3 2079/80
Q3 2078/79
Difference
Paid Up Capital
1,803,751.00
1,157,586.00
55.82%
Reserve and Surplus
247,102.00
323,989.00
-23.73%
Insurance Fund
632,272.00
554,551.00
14.02%
Net Premium
596,779.00
527,677.00
13.10%
Re-Insurance Income
179,457.00
172,132.00
4.26%
Income from Investment, Loan and others
36,428.00
31,684.00
14.97%
Claim Payment (Net)
253,967.00
221,462.00
14.68%
Agent Commission
21,687.00
30,189.00
-28.16%
Net Profit
173,221.00
168,105.00
3.04%
No of Policies
90,199.00
98,603.00
-8.52%
EPS (In Rs.)
12.80
19.36
-33.87%
Net Worth per Share (In Rs.)
148.75
175.89
-15.43%
PE Ratio
30.93
-
-
The final procedure for a merger between
IME General Insurance Limited (IGI)
and
Prudential Insurance Company Limited (PICL)
has also been completed. The company had signed a merger deal at a swap ratio of 1:1.
""IGI Prudential Insurance Limited"" has been agreed upon as the name of the new company that will be formed as a result of the merger. The companies signed the Memorandum of Understanding (MoU) on Magh 27, 2079.
Likewise, in accordance with the letter from the Nepal Insurance Authority and the Office of the Registrar of Companies, the merger has also gained final permission. Therefore the companies will start the joint business on Baisakh 27 i.e. May 10, 2023.
The total paid-up capital of the newly merged company will be Rs. 3.02 Arba.",0.02296718955039978
2023-05-04,Joint Transaction of IME General Insurance and Prudential Insurance Company to Start From Baisakh 27,https://www.sharesansar.com/newsdetail/joint-transaction-of-ime-general-insurance-and-prudential-insurance-company-to-start-from-baisakh-27-2023-05-04,"The final procedure for a merger between
IME General Insurance Limited (IGI)
and
Prudential Insurance Company Limited (PICL)
has been completed. The company had signed a merger deal at a swap ratio of 1:1.
""IGI Prudential Insurance Limited"" has been agreed upon as the name of the new company that will be formed as a result of the merger. The companies signed the Memorandum of Understanding (MoU) on Magh 27, 2079.
Likewise, in accordance with the letter from the Nepal Insurance Authority and the Office of the Registrar of Companies, the merger has also gained final permission. Therefore the companies will start the joint business on Baisakh 27 i.e. May 10, 2023.
The paid-up capital of IGI at present is Rs. 1,803,750,600. Meanwhile, the paid-up capital of PICL is Rs. 1,225,584,100. The total paid-up capital of the newly merged company will be Rs. 3.02 Arba.
IGI and PICL also declared dividends of 6.32% and 3.5% respectively for the Fiscal Year 2078/79.",0.769116997718811
2023-04-27,How Much Premium Have the 16 Non-Life Insurance Companies Amassed Through Chaitra of FY 2079/80?,https://www.sharesansar.com/newsdetail/how-much-premium-have-the-16-non-life-insurance-companies-amassed-through-chaitra-of-fy-207980-2023-04-27,"When we take a careful look at the numbers of non-life insurance, it seems that this sector has been growing at a steady rate. Nepalese insurance companies are also one of the successful enterprises of Nepal, which are still running the insurance business without suffering heavy losses from the date of establishment until now.
Previously, the business penetration was quite low and was not achieving its full potential but due to the covid-19, it has brought a favorable scenario for the insurance business which can be seen by the increasing numbers.
Shikhar Insurance Company Limited from the Non-life insurance sector collected the highest premium worth Rs. 4.15 Arba. Likewise, the newly merged company ‘Sagarmatha Lumbini Insurance Co Ltd’ which has 265,558 insurance policies collected a premium worth Rs. 3.48 Arba as its insurance premium till Chaitra of F.Y 2079/80.
As per the report published by Insurance Authority, Siddhartha Premier Insurance Limited has the highest number of insurance policies of 269,888 with premium worth Rs.3.35 Arba.
On the other hand, the National Insurance Company is the one that earns the lowest insurance fee. The Insurance company has earned only Rs. 76.32 Crore, out of its 24,949 insurance policies during this period.
Note:- Investors of all insurance companies should understand the quality of insurance policies is important rather than number of insurance policies. Moreover, these policies might include scheme such as foreign employment insurance policy which provides less net premium so some insurance companies do not prefer such policies. Hence, judging an insurance company based only on number of insurance policies would be absurd.",0.5954177975654602
2023-04-27,"Bonus Shares of PICL, DDBL, NUBL and NRIC Listed in NEPSE",https://www.sharesansar.com/newsdetail/bonus-shares-of-picl-ddbl-nubl-and-nric-listed-in-nepse-2023-04-27,"3,94,392 unit bonus shares of
Prudential Insurance Company Limited (PICL)
have been listed in NEPSE.
The company convened its 21st AGM on 16th Chaitra and endorsed a 3.5% dividend for the fiscal year 2078/79. The board of directors meeting decided to distribute the dividend on the paid-up capital of Rs. Rs. 1.18 Arba. 3.325% bonus shares worth Rs. 3.94 crores and 0.175% cash dividend worth Rs. 20.75 lakhs were proposed. The cash dividend includes the tax amount levied on the dividend. The same bonus shares are now listed in NEPSE.
As of writing, PICL has an LTP of Rs. 382.
Similarly, 13,87,498.3328 unit bonus shares of
Deprosc Laghubitta Bittiya Sanstha Limited (DDBL)
have been listed in NEPSE.
The company convened its 21st AGM for the FY 2078/79 on Falgun 30, 2079. The company endorsed a 21.052632% dividend worth Rs. 29.21 crores for the fiscal year 2078/79. The 325th meeting of the board of directors held on Poush 25 decided to distribute the dividend on the paid-up capital of Rs. 1.38 Arba. 10% bonus shares worth Rs. 13.87 crores and 11.052632% cash dividend worth Rs. 15.33 crores were proposed. The same bonus shares are now listed in NEPSE.
DDBL closed at Rs. 660 yesterday.
Likewise, 41,70,547.5 unit bonus shares of
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited (NUBL)
have been listed in NEPSE.
The microfinance company convened its 24th AGM on 12th Falgun and endorsed the 20% dividend for the fiscal year 2078/79. The 295th meeting of the board of directors held on Poush 19 decided to distribute the 20% dividend worth Rs. 43.90 Crores from the paid-up capital of Rs. 2.19 Arba. 1% cash dividend worth Rs. 2.19 Crores and 19% bonus shares worth Rs. 41.70 Crores were proposed. The same bonus shares are now listed in NEPSE.
NUBL closed at Rs 590 yesterday.
58,25,000 unit bonus shares of
Nepal Reinsurance Company Limited (NRIC)
have also been listed in NEPSE.
The company endorsed a 5.2632% dividend for the fiscal year 2077/78 from its 7th AGM held on 30th Bhadra, 2079. The 415th meeting of the board of directors held decided to distribute the dividend on the paid-up capital of Rs. 11.65 Arba. 5% bonus shares worth Rs 58.25 Crores and 0.2632% cash dividend were proposed. The same bonus shares are now listed in NEPSE.
NRIC closed at Rs 725 yesterday.",0.906170666217804
2023-04-24,Deadline for Life and Non-Life Insurance Companies To Raise Capital To Rs 5 Arba & Rs 2.5 Arba Extended Till Ashad 2080,https://www.sharesansar.com/newsdetail/deadline-for-life-and-non-life-insurance-companies-to-raise-capital-to-rs-5-arba-rs-25-arba-extended-till-ashad-2080-2023-04-24,"The rule stating that life insurance companies must have a minimum paid-up capital of Rs. 5 Arba was directed by the Nepal Insurance Authority on the 10th of Chaitra 2078. Non-life insurance companies were also urged by the Insurance Board to raise their paid-up capital to Rs. 2.5 Arba by the end of Chaitra 2079.
However, the authority's decision of refusing to give insurance companies time to raise capital has now changed. The authority that had adopted the decision of not extending the period allowed for insurance companies to boost their capital withdrew from the decision at the last minute, when the deadline to increase the capital had passed.
The deadline to enhance paid-up capital, according to the authority, has been extended as a result of numerous insurance companies' failures to maintain the minimum capital required by the board. The authority has now decided to give insurance companies an additional three months to raise capital. By the end of Ashad, both life and non-life insurance companies must have the required minimum paid-up capital.
The Fiscal Act 2078/79 also exempts the insurance firm from paying capital gains tax, dividend tax, and employee retirement tax if the preliminary merger agreement is completed by the end of the fiscal year. In order to take advantage of this, many insurance companies executed a merger agreement before the deadline of the facility.
Life-Insurance Companies
In the fiscal year 2078/2079 and 2079/2080, nine of the nineteen life insurance companies made the decision to merge in order to raise their paid–up capital, reducing the total number of life insurance companies to fourteen.
List of life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Life Insurance Companies:
Note: Though the merger procedure between Prime, Union and Gurans life insurance companies have been completed, the companies are yet to start a joint integrated transaction.
Out of the above 19 life insurance companies, Sun Nepal life, Rastriya Beema, Met Life, Citizen Life and Mahalaxmi life insurance, Reliable Nepal Life and IME Life Insurance companies are not listed on Nepal Stock Exchange.
NON-LIFE
Similarly, following the Insurance Board's judgement, the insurance companies have combined several strategies, including pursuing a merger, to meet that standard. There was a total of twenty non-life insurance companies, after the merger of twelve non-life insurance companies, the non-life insurance companies will come down to fourteen.
List of Non-life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Non- Life Insurance Companies:
Note: The amount mentioned are in Rs. Arba.
Companies have been unable to raise the required minimum capital, despite going through the merger procedure. So in a conversation with Raju Raman Paudel, the Insurance Authority's spokesperson (executive director) regarding the capital requirement has asserted that the deadline to increase the paid-up capital had been extended by three months, i.e until Ashad 2080.
Additionally, when discussing companies that pursued the merger/acquisition route but were unable to increase the minimum capital necessary by the board, Paudel emphasized that those companies will be given the chance to enhance their capital by issuing the right shares. However, these right shares are dependent on the companies’ audited fourth quarter reports, and the right shares will be issued based on the profits the company has made up to the fourth quarter of FY 2079/80 i.e by Ashad end 2080.",0.7679360508918762
2023-03-31,Prudential Insurance Company convenes its 21st AGM; endorses 3.32% bonus shares and 0.17% cash dividend,https://www.sharesansar.com/newsdetail/prudential-insurance-company-convenes-its-21st-agm-endorses-332-bonus-shares-and-017-cash-dividend-2023-03-31,"Prudential Insurance has convened its 21
st
AGM for the FY 2078-79 under the leadership of its chairman Mr. Vishal Agrawal on Chaitra 16, 2079.
Apart from regular financial reports, The AGM has endorsed the proposal of 3.325% bonus shares and 0.17% cash dividend for taxation purposes. The paid-up capital of the company will scale up to Rs 1.22 arba, as per the media statement.",0.4165117144584656
2023-03-22,IME General Insurance and Prudential Insurance Company Calls SGM on 22nd Chaitra to Endorse Agendas Related Merger,https://www.sharesansar.com/newsdetail/ime-general-insurance-and-prudential-insurance-company-calls-sgm-on-22nd-chaitra-to-endorse-agendas-related-merger-2023-03-22,"IME General Insurance Limited (IGI)
and
Prudential Insurance Company Limited (PICL)
have called their SGM on 22nd Chaitra, 2079 respectively. The meeting of IGI will be held at Lainchaur Banquet, Kathmandu whereas the meeting of PICL will be held in Hotel Ichhya, Samara, Bara. Both the meetings will start at 11 AM that day.
Among other agendas, the AGMs will pass a resolution regarding evaluating and endorsing the Due Diligence Audit, Memorandum of Understanding, and Scheme of Arrangement and endorse a share swap ratio of 1: 1 for a merger between IME General Insurance & Prudential Insurance Company. The meeting will also approve a proposal to start the joint transaction under the name ""IGI Prudential Insurance Limited"" after the successful merger.
As the companies' capital will increase after the merger, pass the resolution to amend the Articles of Association accordingly. The meeting will also pass a proposal to appoint an appraiser, S.D. & Associates Chartered Accountants to evaluate the assets and liabilities of the company and determine their remuneration.
IGI SGM Notice
PICL SGM Notice",0.8944082260131836
2023-03-20,IME General & Prudential Insurance Signs Final Merger Agreement At Swap Ratio of 1:1; New Company to be Named As IGI Prudential Insurance,https://www.sharesansar.com/newsdetail/ime-general-prudential-insurance-signs-final-merger-agreement-at-swap-ratio-of-11-new-company-to-be-named-as-igi-prudential-insurance-2023-03-20,"IME General Insurance Limited (IGI) and Prudential Insurance Company Limited (PICL) sign a merger agreement and a 1: 1 swap ratio will be maintained to combine the two companies.
In a meeting of the Board of Directors convened on Sunday, Chaitra 5, 2079, IME General Insurance Limited (IGI) and Prudential Insurance Company Limited (PICL) reached an agreement for the purpose of the merger.
A share exchange ratio of 100:100 has been established between Prudential Insurance and IME General Insurance for the purposes of amalgamation and appraisal. It has been agreed that the new company will bear the name IGI Prudential Insurance Limited.
Hemraj Dhakal, chairman of IME General, and Vishal Agarwal, chairman of Prudential Insurance, inked the contract for merger. The current paid-up capital of IGI is Rs. 1.80 Arba, whereas the same of PICL is Rs. 1.22 Arba.
Non-life insurance companies have also been urged by the Insurance Board to raise the paid-up capital to Rs 2.5 Arba. Following the Insurance Board's judgment, the insurance companies have combined several strategies, including pursuing a merger, to meet that standard.",-0.29536452889442444
2023-03-16,"Reminder! Last Day to Clinch Dividend Proposed by HEI, PICL and SMFBS",https://www.sharesansar.com/newsdetail/reminder-last-day-to-clinch-dividend-proposed-by-hei-picl-and-smfbs-2023-03-16,"Today is the last day to grab the dividends proposed by Himalayan Everest Insurance Limited (HEI), Prudential Insurance Company Limited (PICL) and Swabhimaan Laghubitta Bittiya Sanstha Limited (SMFBS).
Himalayan Everest Insurance Limited (HEI)
has called its 29th AGM on 29th Chaitra, 2079. The meeting will be held in the Baneshwor Banquet, Thapagaun, starting at 11 AM that day.
Among the other agendas, the AGM will endorse a 2.89% dividend for the fiscal year 2078/79. The 297th meeting of the board of directors held on Poush 26 decided to distribute the dividend on the paid-up capital of Rs. 2.23 Arba. 2.75% bonus shares and 0.14% cash dividend have been proposed. Thus, the bonus shares are worth Rs. 6.15 crores, and the cash dividend is worth Rs. 32.42 lakhs.
Similarly,
Prudential Insurance Company Limited (PICL)
has called its 21st AGM on 16th Chaitra, 2079. The meeting will be held in Diyalo Lords Plaza, Birgunj, Parsa, starting at 12:30 PM that day.
Among the other agendas, the AGM will endorse a 3.5% dividend for the fiscal year 2078/79. The board of directors meeting decided to distribute the dividend on the paid-up capital of Rs. Rs. 1.18 Arba. 3.325% bonus shares worth Rs. 3.94 crores and 0.175% cash dividend worth Rs. 20.75 lakhs have been proposed. The cash dividend includes the tax amount levied on the dividend.
Likewise,
Swabhimaan Laghubitta Bittiya Sanstha Limited (SMFBS)
has called its 6th AGM on 11th Chaitra, 2079. The meeting will be held in Darcy's International Hotel, Butwal, starting at 11 AM that day.
Among the other agendas, the AGM will endorse a 21.0526% dividend worth Rs. 2.56 Crores for the fiscal year 2078/79. The meeting of the board of directors held on Magh 11 decided to distribute the dividend on the paid-up capital of Rs. 12.17 Crores. 20% bonus shares and 1.0526% cash dividend (tax purposes) have been proposed. Thus, the bonus shares are a little over Rs. 2.43 crores and the cash dividend is worth a little over Rs. 12.81 lakhs.
Chaitra 03 is the book closure date for all 3 companies' AGMs.
Thus the shareholders maintained till today are entitled to dividend payout and can attend the respective AGM.",0.917604386806488
