Date,Headline,Link,Full Content
2022-08-10,Mega Bank Nepal Urges Shareholders to Claim Due Dividend,https://www.sharesansar.com/newsdetail/mega-bank-nepal-urges-shareholders-to-claim-due-dividend-2022-08-10,"Mega Bank Nepal Limited (MEGA)
has published a very important notice to the shareholders of former (Paschimanchal Development Bank Limited, Gandaki Bikas Bank Limited and Tourism Development Bank Limited) to collect uncollected due dividend passed by various general meetings.
Investors who have not claimed the dividend yet have to contact the share registrar of this bank, Mega Capital Markets Limited located at Kamaladi, Kathmandu or the bank's share department for more information.
Notice"
2020-08-28,Shareholders of Gandaki Bikas Bank to get bonus shares only after tax clearance,https://www.sharesansar.com/newsdetail/shareholders-of-gandaki-bikas-bank-to-get-bonus-shares-only-after-tax-clearance-2020-08-28,"Mega Bank Limited has urged the shareholders of Gandaki Bikas Bank to pay tax amounts for bonus share distribution purposes.
Shareholders of Gandaki Bikas Bank will have their bonus shares of FY 2071/72 to 2073/74 deposited in their Demat accounts only after the tax clearance.
Mega Bank Limited has acquired Gandaki Bikas Bank Limited in the swap ratio of 1:1 and the shares are already listed in NEPSE.
Meanwhile, the bank also requests investors to dematerialize their shares so that they can have their bonus shares deposited electronically in their Demat accounts.
Click here for notice:
Find the list of Shareholders and Tax Amount:
Your browser does not support pdfs,
click here to download the file."
2020-07-28,Mega Bank acquired Gandaki Bikas Bank Limited 2.75 crore units listed in NEPSE for trading,https://www.sharesansar.com/newsdetail/mega-bank-acquired-gandaki-bikas-bank-limited-275-crore-units-listed-in-nepse-for-trading,"Nepal Stock Exchange Limited has listed shares of Mega Bank Limited post acquisition of Gandaki Bikas Bank Limited in the swap ratio of 1 : 1 per share.
In total 2,75,00,000 Units Shares of Mega Bank Limited - MEGA (For Acquisition of Gandaki Bikas Bank Limited) has been listed in NEPSE for trading purpose.
Mega Bank has begun a joint transaction after the successful acquisition of Gandaki Bikas Bank from Asad 21, 2077."
2020-07-06,Mega Bank completes successful acquisition of Gandaki Bikas Bank in swap ratio of 1:1; acquisition to revamp bank’s business with a strong presence in both rural and urban setting,https://www.sharesansar.com/newsdetail/mega-bank-completes-successful-acquisition-of-gandaki-bikas-bank-in-swap-ratio-of-11-acquisition-to-revamp-banks-business-with-a-strong-presence-in-both-rural-and-urban-setting,"Mega Bank has begun a joint transaction after the successful acquisition of Gandaki Bikas Bank from Asad 21, 2077 where the share swap ratio has been fixed at 1:1.
The event to mark the joint transaction was held in Pokhara that was also attended and addressed by Gandaki head province head Mr. Amit Sherchan, member of PA Mr. Binod Kumar Thapa, Pokhara Mayor Man Bahadur G.C., chairman of Mega Bank Mr. Bhoj Bahadur Shah, then chairman of Gandaki Bikas Mr. Sushil Gauchan, BoD of Mega Bank Mr. Madan Kumar Acharya, CEO of Mega Bank Ms. Anupama Khunjeli, among others.
The newly revamped bank will now have its presence in 58 districts of the nation with Rs 1.25 arba in deposit collection figure, Rs 1.09 arba as credit disbursement, more than 11 lakh customers, 206 branches, 30 extension counters, 142 ATM booths, as per the media statement."
2020-06-30,"Kumari Bank, Mega Bank and Citizens Bank to commence joint transaction after successful acquisitions",https://www.sharesansar.com/newsdetail/kumari-bank-mega-bank-and-citizens-bank-to-commence-joint-transaction-after-successful-acquisitions,"Kumari Bank Limited (KBL
) after the successful acquisitions of Deva Bikas Bank Limited (DBBL) is going to commence joint operation from Ashad 28, 2077.
Nepal Rastra Bank (NRB) gave final (LOI) approval on Ashad 10, 2077, and Office of Company Register has given final approval on Ashad 14, 2077 for the acquisition of DBBL by KBL. The new entity will be named as ‘Kumari Bank Limited’ and will start the integrated business as ‘A’ class commercial bank. After the joint operation, the registered office will be at Tangal, Kathmandu.
KBL has acquired DBBL in a share swap ratio of 1:0.86.
Similarly,
Mega Bank Limited (MEGA
) after the successful acquisitions of Gandaki Bikas Bank Limited (GDBL) is going to commence joint operation from Ashad 21, 2077.
Nepal Rastra Bank (NRB) gave final approval on Ashadh 10, 2077, and the Office of Company Register has given final approval on Ashad 14, 2077 for the acquisition of GDBL by MEGA. The new entity will be named as ‘Mega Bank Limited’ and will start the integrated business as ‘A’ class commercial bank. After the joint operation, the registered office will be at Kamladi, Kathmandu.
Mega has acquired GDBL in a share swap ratio of 1:1.
Likewise,
Citizens Bank International Limited (CZBIL
) after the successful acquisitions of Sahayogi Bikas Bank Limited (SBBLJ) is going to commence joint operation from Ashad 20, 2077.
Nepal Rastra Bank (NRB) has given final approval on Ashadh 10, 2077, and the Office of Company Register has given final approval on Ashad 14, 2077 for the acquisition of SBBLJ by CZBIL. The new entity will be named as ‘Citizens Bank International Limited’ and will start the integrated business as ‘A’ class commercial bank. After the joint operation, the registered office will be at Narayatipath, Kathmandu.
CZBIL has acquired SBBLJ in a share swap ratio of 100:91.75."
2020-06-04,Another acquisition deal sealed! Mega Bank and Gandaki Development Bank convene respective SGMs to acquire class B Bank in swap ratio 1:1,https://www.sharesansar.com/newsdetail/another-acquisition-deal-sealed-mega-bank-and-gandaki-development-bank-convene-respective-sgms-to-acquire-class-b-bank-in-swap-ratio-11,"Mega Bank has convened its Special General Meeting on Jestha 21, 2077 under the leadership of bank’s chairman Mr. Bhoj Bahadur Shah. The SGM has endorsed the decision to acquire then Gandaki Development Bank in a share swap ratio of 1:1.
After the acquisition, the bank will have paid up value of Rs 13.13 arba, deposit collection figure of more than Rs 125 arba, credit disbursement of Rs 109 arba, 206 branch network, 30 extension counters, 142 ATM booths, 11 lakh customer base.
Similarly, Gandaki Development Bank has also convened its SGM on the same day under the leadership of its chairman Mr. Sushil Gauchan which has provided a nod for it to be acquired by Mega Bank in a proposed share swap ratio, as per the media statement."
2020-05-18,Muktinath Bikas Bank leads among the development bank in the third quarter! Find out how development banks have performed amidst the pandemic!,https://www.sharesansar.com/newsdetail/muktinath-bikas-bank-leads-among-the-development-bank-in-the-third-quarter-find-out-how-development-banks-have-performed-amidst-the-pandemic,"Development Banks are class ‘B’ BFI’s approved by the NRB to carry out banking business around the country. These development banks are classified into national level, operating in 4-10 districts and regional level based in 1-3 districts, it is currently functioning in. As per the regulation of the NRB minimum paid up capital requirement for national level development banks is Rs.2.50 Arba while that of regional level is Rs.50 Crore. Similarly, minimum threshold for development banks operating in 4-10 districts is Rs.1.20 Arba.
As banks have been on a spree to merge and reduce the number of BFIs in the country, some commercial banks have acquired development banks while two or more development banks have merged as well. NMB Bank and Prime Commercial Bank successfully merged with Om Development Bank and Kankai Bikas Bank Limited as well as Kailash Bank Limited respectively. Similarly, Purnima Bikas Bank and Bhargava Bikas Bank merged with Shine Resunga Development Bank to upgrade to National Level Development Bank and Nepal Community Development Bank has started joint transaction after merger with Tinau Mission Bikas Bank. Gandaki Bikas Bank is on the verge to be acquired by Mega Bank Limited. Whereas, Deva Bikas Bank Limited has also signed a MoU to be acquired by Kumari Bank Limited. NMB Bank Limited is in process to acquire Kanchan Development Bank Limited. Similarly, Citizens Bank International, soon will finish acquiring Sahayogi Bikas Bank Limited.
The remaining development banks have been compared on the basis of major indicators from the third quarter report. The development banks have been segregated into two categories, national level and regional level
Note: Karnali Development Bank is yet to publish their Q3 report, hence, it is not incorporated in the analysis.
Deposits and Loans
In terms of both loans and deposits, Muktinath Bikas Bank leads the industry with both loans and deposits above Rs.45 Arba. The deposits till the end of third quarter stood at Rs.50.94 Arba while the loan worth Rs.47.57 Arba was provided. Among regional banks, Tinau Mission Development Bank stood ahead with deposits of Rs.14.81 Arba and loans of Rs.12.25 Arba.
Net Interest Income
The net interest income is the main source of income for the banks. It is calculated by deducting interest paid on deposits from interest received on borrowings. MLBL has posted the highest net interest income of Rs.1.19 Arba by the end of the third quarter. TMDBL stood ahead in among regional level development banks with Rs.48.17 Crore as net interest income. Corporate Development Bank posted the lowest net interest income in the industry at Rs.2.47 Crore.
Net Profits
MNBBL also posted the highest profit in the industry at Rs.67.60 Crore till the third quarter of FY 76/77. TMDBL has a profit of Rs 16.79 crores. The lowest profit in the industry was posted by Sahara Bikas Bank at Rs.1.30 Crore each.
EPS, Net Worth per Share and PE Ratio
The earnings per share has been annualized and PE ratio derived on the basis of annualized EPS. Among national development banks, highest EPS was posted by SHINE at Rs.22.20 followed by Lumbini Bikas Bank at Rs.21.48. Among regional banks, Sahayogi Bikas Bank has an EPS of Rs 24.14 followed by Miteri Development Bank worth Rs 23.23.
Sahayogi Vikas Bank posted the highest net worth per share at Rs.167.53 followed by Excel Development Bank at Rs.163.92. The lowest net worth per share stood at Rs.107.58 posted by Green Development Bank.
The lowest PE ratio in the industry stood at 8.16 times posted by Sahayogi Vikas Bank while the highest stood at 26.50 times posted by Sindhu Bikas Bank, both regional level development banks. The PE ratio of national level development bank varied between 8.29 times (LBBL) and 15.72 times (DBBL) by the end of the third quarter.
In a nutshell:"
2020-05-15,Special General Meeting of Mega Bank and Gandaki Bikas Bank to be held on Jestha 21; SGM to finalized the acquisition process,https://www.sharesansar.com/newsdetail/special-general-meeting-of-mega-bank-and-gandaki-bikas-bank-to-be-held-on-jestha-21-sgm-to-finalized-the-acquisition-process,"Mega Bank Limited (MEGA) and Gandaki Bikas Bank Limited (GDBL) have announced that a Special General Meeting (SGM) will be held to finalize the proceedings of acquisition of Gandaki Bikas Bank by Mega Bank Limited.
The SGM of Mega Bank will be held on Jestha 21, 2077 at Mega Bank headoffice, Kamaladi, Kathmandu from 11 Am onwards. Similarly, SGM of Gandaki Bikas Bank will be held on the same day at Gandaki Bikas Bank headoffice, Chipledhunga, Pokhara from 11 AM onwards.
The main agenda of both the SGMs is to endorse the Due Deligence Audit and Swap Ratio for the process of acquisition. The swap ratio is finalized at 1:1.
After the completion of acquisition process the company will be operated under the name of Mega Bank Limited.
Mega Bank SGM Notice:
Gandaki Bikas Bank SGM Notice:"
2020-02-24,"As the market takes upward stride, where does the PE ratio of listed companies stand? Find out the latest PE ratio of all sectors and all companies",https://www.sharesansar.com/newsdetail/as-the-market-takes-upward-stride-where-does-the-pe-ratio-of-listed-companies-stand-find-out-the-latest-pe-ratio-of-all-sectors-and-all-companies-2020-02-24,"The secondary market of Nepal is striding upwards with the NEPSE index rising along with the share prices of many listed companies. This rise in prices has a significant impact on the price to earnings ratio of the companies relative to the ratio that was posted in the second quarter report of the companies.
The article below shows the PE ratio of all listed companies categorized based on the sector. The prices are taken as of Falgun 11, 2076 (Yesterday). Similarly, the annualized EPS is taken from the second-quarter report and has been adjusted for any dividend that has been declared and approved by the company.
Commercial Bank
The industry average PE ratio of commercial banks stands at 14.86 times as of yesterday. The table below shows the PE ratio of each bank individually.
Development Bank
The industry average PE ratio of the Development Bank Sector is higher than that of commercial banks at 16.80 times. The table below shows the list of development banks and their latest PE ratio:
The above table only includes 23 development banks as the majority are under the merger and acquisition process due to which their transaction has been halted in NEPSE. Likewise, KRBL is the only development bank that hasn't published its Q2 report yet.
Finance Companies
Similarly, the average PE ratio of finance companies stands at 15.96 times. Two of the companies, PROFL and SFCL, have negative EPS and therefore doesn't have PE ratio.
Likewise, four finance companies' trading has been halted in NEPSE as they are undergoing mergers and acquisitions.
Hotels
The Hotel sector reports a higher PE ratio than the above sectors. It has an industry average PE ratio of 35.81 times.
Hydropower Companies
Out of the 32 listed Hydropower Companies, 2 haven't published Q2 while the rest have. Among the 30, nine companies have failed to report net profit till the second quarter of 2076/77.
The industry average PE ratio stands at 15.36 times as shown in the table below.
Life Insurance Companies
The industry average PE ratio of life insurance companies stands at 76.04 times with average annualized EPS of Rs 13.30 only.
Among the 7 life insurance companies, LICN and NLIC have the highest price despite average EPS. This shows that the demand for shares of these companies is higher relative to others.
Manufacturing and processing companies
In the case of the manufacturing sector, the industry average may not be very accurate. BNL was last traded on Ashwin 23, 2076 and therefore has been included. Similarly, NLO and SRS haven't published their financial report in order to know about their EPS and finally, UNL is traded very infrequently. It was last traded on Falgun 06, 2076 at Rs 17,849.
The remaining three - BNT, HDL, and SHIVM - have reported an average PE ratio of 24.28 times as shown below.
Microfinance Companies
The industry average PE ratio of the microfinance sector stands at 58.41 times. It includes 38 companies, while the other 12 companies have been excluded.
The table below shows the list of companies that are undergoing mergers and acquisitions and therefore aren't being traded in NEPSE.
Non-life Insurance Companies
The fifteen listed non-life insurance companies report an industry average PE Ratio of 44.12 times. The table below shows the list of companies, their price as on Falgun 11, 2076, their adjusted annualized EPS and the PE ratio.
Others
The other sector has a total of four companies under it. Among them, NFD (Nepal Film Development) is inactive. The remaining three make up an industry average PE ratio of 30.85 times with average EPS of Rs 39.98.
Trading
In the case of the trading sector, both the companies i.e. BBC and STC haven't published their financial reports and therefore don't have the latest PE ratio.
Overall
The table below shows the industry average annualized EPS and PE ratio of all sectors. The insurance companies and microfinance companies have the highest price in comparison to the earnings."
2020-02-16,Look at comparison of major indicators of development banks based on second quarter report; Muktinath Bikas Bank maintains lead,https://www.sharesansar.com/newsdetail/look-at-comparison-of-major-indicators-of-development-banks-based-on-second-quarter-report-muktinath-bikas-bank-maintains-lead,"Development Banks are class ‘B’ BFI’s approved by the NRB to carry out banking business around the country. These development banks are classified into national level, operating in 4-10 districts and regional level based in 1-3 districts it is currently functioning in. As per the regulation of the NRB minimum paid up capital requirement for national level development banks is Rs.2.50 Arba while that of regional level is Rs.50 Crore. Similarly, minimum threshold for development banks operating in 4-10 districts is Rs.1.20 Arba.
As banks have been on a spree to merge and reduce the number of BFIs in the country, some commercial banks have acquired development banks while two or more development banks have merged as well. NMB Bank and Prime Commercial Bank successfully merged with Om Development Bank and Kankai Bikas Bank Limited respectively. Similarly, Purnima Bikas Bank and Bhargava Bikas Bank merged with Shine Resunga Development Bank to upgrade to National Level Development Bank and Nepal Community Development Bank has started joint transaction after merger with Tinau Mission Bikas Bank. Apart from those undergoing merger, Karnali Development Bank has not published second quarter report and Sahara Bikas Bank’s report had some errors.
The remaining development banks have been compared on the basis of major indicators from the second quarter report. The development banks have been segregated into two categories, national level (red colored cells) and regional level (purple colored cells).
Deposits and Loans
In terms of both loans and deposits, Muktinath Bikas Bank leads the industry with both loans and deposits above Rs.40 Arba. The deposits till the end of second quarter stood at Rs.48.23 Arba while the loan worth Rs.45.20 Arba were provided. Among regional banks, Tinau Mission Development Bank stood ahead with deposits of Rs.14.17 Arba and loans of Rs.12.31 Arba.
Net Interest Income
The net interest income is the main source of income for the banks. It is calculated by deducting interest paid on deposits from interest received on borrowings. MNBBL has posted the highest net interest income of Rs.1.09 Arba by the end of the second quarter. TMDBL stood ahead in among regional level development banks with Rs.33.21 Crore as net interest income. Corporate Development Bank posted the lowest net interest income in the industry at Rs.1.91 Crore.
Net Profits
MNBBL also posted the highest profit in the industry at Rs.47.25 Crore till the second quarter of FY 76/77. Only seven development banks posted net profit below Rs.10 Crore. The lowest profit in the industry was posted by Green Development Bank and Sindhu Bikas Bank at Rs.1.04 Crore each.
EPS, Net Worth per Share and PE Ratio
The earnings per share has been annualized and PE ratio derived on the basis of annualized EPS. Highest EPS was posted by EDBL at Rs.29.71 followed by Miteri Development Bank at Rs.28.55. Two banks with lowest EPS in the industry were Green Development Bank and Sindhu Bikas Bank.
EDBL posted the highest net worth per share at Rs.167.68 followed by Sahayogi Bikas Bank at Rs.160.68. The lowest net worth per share stood at Rs.106.31 posted by Green Development Bank.
The lowest PE ratio in the industry stood at 8.25 times posted by Corporate Development Bank while the highest stood at 30.72 times posted by Sindhu Bikas Bank, both regional level development banks. The PE ratio of national level development bank varied between 14.10 times (MNBBL) and 9.51 times (KBBL) by the end of the second quarter."
